标识符,总分数,指标1,指标2,指标3,指标4,指标5,指标6,指标7,指标8,指标9,指标10,指标11,指标12,指标13,指标14,指标15,指标16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5304283A5C6D6,78.94,28.57,50,78.57,25,33.33,78.57,50,33.33,50,50,78.57,28.57,50,78.57,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52AE99A4663B1,65.07,100,25,20,20,25,78.57,33.33,100,78.57,50,25,50,28.57,78.57,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54C6BDD31B40F,97.5,25,25,28.57,50,50,100,25,78.57,78.57,50,50,50,25,28.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/56E9DEBF65706,34.67,78.57,78.57,20,100,25,100,50,25,20,20,33.33,100,33.33,25,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ea92b3eaeab4,52.45,33.33,28.57,78.57,28.57,20,33.33,25,20,33.33,20,33.33,33.33,100,25,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC4B109F60F,92.4,78.57,28.57,33.33,28.57,100,20,25,78.57,28.57,78.57,33.33,25,50,33.33,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5df024974f0be,83.64,28.57,25,50,100,28.57,28.57,20,78.57,25,33.33,20,100,28.57,78.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e1676587e478,65.25,20,28.57,33.33,33.33,25,20,100,25,33.33,20,33.33,50,78.57,28.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/56DCD9249B224,41.93,50,78.57,100,25,33.33,50,28.57,78.57,100,20,50,78.57,100,33.33,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a6e520150c52,47.35,28.57,50,50,100,20,20,50,33.33,100,28.57,100,20,25,78.57,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/558A3BDC3F202,93.05,28.57,25,100,25,50,20,28.57,20,28.57,20,20,28.57,33.33,78.57,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/58589312d670a,82.5,33.33,100,78.57,33.33,20,20,100,25,100,33.33,20,25,78.57,50,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5bab02a33dcf7,41.87,33.33,25,20,20,20,33.33,100,33.33,25,50,25,33.33,25,25,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5588B93A05747,73.42,25,50,25,25,20,78.57,20,33.33,20,100,28.57,33.33,20,33.33,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e7951b49d279,52.32,33.33,50,78.57,50,25,100,28.57,33.33,78.57,20,20,100,20,25,28.57,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5757AD30CFA74,58.79,25,28.57,100,50,28.57,25,20,78.57,20,50,50,28.57,100,20,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/558D0B4B47207,53.85,78.57,100,78.57,33.33,50,25,28.57,33.33,33.33,20,28.57,28.57,50,50,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/547CFB0289CC1,24.07,25,78.57,100,20,78.57,28.57,25,50,25,25,20,33.33,25,33.33,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5df024974f0be,46.21,25,28.57,50,33.33,20,50,25,50,28.57,78.57,100,50,100,28.57,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/59952d2a02c5e,26.09,28.57,28.57,78.57,25,78.57,50,28.57,100,78.57,20,20,100,78.57,78.57,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5757ACCD28779,87.28,33.33,33.33,50,25,28.57,20,20,28.57,50,100,78.57,78.57,78.57,33.33,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5cb58f09621db,42.44,25,28.57,50,33.33,33.33,100,78.57,28.57,100,28.57,33.33,28.57,28.57,100,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5eb3338c32078,45.3,25,50,100,78.57,20,100,20,33.33,78.57,50,25,33.33,20,50,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5FC197BD7,58.07,28.57,25,28.57,33.33,78.57,28.57,33.33,25,28.57,25,50,25,50,78.57,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5bab02a33dcf7,79.62,33.33,28.57,100,33.33,50,20,100,78.57,28.57,100,25,50,100,28.57,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f30751dddf,18.47,78.57,28.57,20,28.57,20,28.57,28.57,25,33.33,78.57,78.57,25,100,20,78.57,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/55DFFCA4715D8,88.92,20,25,28.57,25,28.57,33.33,78.57,50,25,20,33.33,50,78.57,78.57,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57A922559C76A,59.44,28.57,50,100,25,33.33,28.57,20,20,33.33,78.57,100,33.33,33.33,100,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/558A3C262E02F,17.56,50,78.57,50,33.33,20,20,25,25,78.57,50,78.57,100,25,33.33,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57900F36C5113,97.16,50,25,25,33.33,28.57,28.57,100,78.57,78.57,28.57,78.57,78.57,28.57,20,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5ac4224f0c7f2,26.46,78.57,25,100,50,100,25,100,25,20,100,33.33,25,25,78.57,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/599e225d495f3,51.5,20,33.33,100,25,20,28.57,20,25,25,50,33.33,100,78.57,20,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EBBA637A98F,8.62,78.57,33.33,25,20,78.57,50,100,78.57,78.57,20,100,78.57,20,100,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57BF85D6023D1,73.78,33.33,78.57,20,100,20,78.57,33.33,78.57,20,50,50,28.57,25,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e1676587e478,82.06,28.57,33.33,50,100,28.57,50,25,20,100,33.33,50,20,78.57,28.57,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC648377EF2,32.96,20,50,50,50,50,20,28.57,28.57,28.57,100,50,50,50,50,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e1590e33097f,57.96,100,50,78.57,28.57,50,25,33.33,78.57,33.33,78.57,25,78.57,20,50,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/532BB4A949D8C,86.84,100,33.33,25,25,33.33,78.57,25,20,33.33,25,78.57,28.57,28.57,28.57,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5afaa66cbee44,8.58,78.57,100,25,50,100,33.33,100,50,25,33.33,25,50,20,25,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54644D99C091A,62.87,20,33.33,28.57,20,33.33,20,78.57,50,100,28.57,20,78.57,78.57,33.33,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5B6A75017,31.66,33.33,33.33,100,25,78.57,20,25,78.57,20,78.57,20,33.33,20,20,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5487E338949C9,29.64,25,50,28.57,100,33.33,28.57,33.33,20,100,78.57,50,25,33.33,25,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f2306087cf,34.17,33.33,100,28.57,20,20,100,20,28.57,33.33,28.57,78.57,78.57,20,100,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c7e431416819,64.37,33.33,50,50,20,33.33,25,20,20,78.57,100,28.57,20,78.57,100,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/547504A06FE2A,89.9,28.57,33.33,25,28.57,25,100,50,28.57,28.57,20,50,78.57,78.57,100,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EBBA637A98F,57.73,100,25,50,50,20,50,100,33.33,100,28.57,28.57,33.33,25,28.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a00f9ab9a8d1,90.08,50,100,100,20,78.57,25,33.33,20,33.33,50,20,20,20,28.57,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53F2A8D7DCE71,65.23,20,28.57,78.57,100,25,100,100,33.33,25,50,28.57,50,50,50,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5475040CE99EF,51.88,28.57,28.57,100,20,33.33,50,100,100,25,33.33,50,100,78.57,50,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5514854B5C10A,44.73,100,33.33,78.57,50,50,100,78.57,25,20,50,28.57,50,50,78.57,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/546EEE35164BF,0.06,28.57,78.57,100,33.33,78.57,25,20,50,25,25,50,50,50,50,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/577DC332AA649,27.04,28.57,50,25,50,100,100,50,25,33.33,20,28.57,100,25,25,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5dad0c1763190,66.46,25,50,78.57,20,28.57,78.57,20,28.57,20,28.57,28.57,33.33,20,78.57,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5757AC7C90A93,74.98,50,25,50,20,100,78.57,20,78.57,25,28.57,78.57,100,78.57,28.57,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ddf0e3ec2ded,5.11,20,25,25,50,50,28.57,100,50,78.57,50,28.57,50,25,100,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC492434FAE,85.65,33.33,25,78.57,50,78.57,25,50,78.57,25,25,28.57,100,33.33,33.33,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/553D88930D7A1,48.17,25,100,25,100,78.57,20,50,78.57,20,33.33,33.33,78.57,78.57,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53F2A8D7DCE71,85.93,33.33,78.57,28.57,50,25,28.57,33.33,100,33.33,33.33,20,100,33.33,28.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC4A2A68BF6,83.56,20,33.33,20,100,78.57,20,20,78.57,50,100,100,50,78.57,33.33,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5af3a43692411,19.65,33.33,33.33,25,100,20,33.33,100,20,28.57,28.57,78.57,100,78.57,25,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5514D4414EC62,92.58,33.33,78.57,100,20,33.33,33.33,25,50,20,25,50,78.57,28.57,25,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/551860B49A2BC,45.87,25,78.57,20,20,50,33.33,33.33,100,25,25,33.33,20,100,33.33,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a3c52da083b8,23.99,50,50,33.33,25,28.57,28.57,28.57,50,100,28.57,33.33,100,28.57,28.57,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5701C885AB4FE,63.48,25,25,20,25,50,20,28.57,33.33,100,50,20,20,28.57,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5afabd1e0e403,35.07,100,78.57,78.57,78.57,33.33,20,28.57,20,33.33,100,33.33,78.57,20,25,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e670b1621b21,87.8,33.33,28.57,25,78.57,50,33.33,25,20,100,50,78.57,25,20,28.57,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ec4fcfbbb3c4,94.47,33.33,100,28.57,20,50,78.57,20,20,78.57,50,25,25,50,50,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a95f9dcca792,84.12,28.57,50,28.57,28.57,33.33,25,25,33.33,78.57,25,33.33,78.57,50,33.33,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/553D88930D7A1,4.03,33.33,50,28.57,25,100,28.57,100,50,78.57,25,100,20,78.57,50,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f21ef7f421,32.29,100,78.57,50,20,50,78.57,28.57,28.57,100,50,25,100,28.57,33.33,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/599c066442926,28.17,25,78.57,78.57,78.57,20,25,100,50,78.57,28.57,20,50,78.57,33.33,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57D107A45075D,39.19,28.57,50,20,100,28.57,20,100,78.57,33.33,100,33.33,20,28.57,78.57,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5CB8E2B67,75.06,20,78.57,100,28.57,50,25,78.57,28.57,33.33,100,28.57,20,33.33,78.57,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/548696AA3F043,60.52,100,20,33.33,28.57,33.33,33.33,25,50,28.57,78.57,20,50,50,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5837b3aa9cb90,27.02,100,20,50,28.57,50,50,28.57,50,28.57,28.57,50,28.57,50,33.33,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/551484F5065A5,99.89,28.57,33.33,28.57,28.57,50,78.57,100,28.57,100,50,100,78.57,28.57,50,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5b2f074ebc1af,55.81,50,28.57,20,78.57,28.57,28.57,78.57,25,78.57,33.33,20,33.33,33.33,25,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5F75757B1,93.22,25,50,28.57,33.33,78.57,100,100,20,28.57,25,100,28.57,33.33,20,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5487E05A91964,96.77,100,20,100,50,100,50,100,100,25,100,100,25,50,50,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5872c3174783c,28.97,100,20,33.33,33.33,100,25,20,33.33,100,100,28.57,33.33,33.33,25,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/58046aaadaeda,30.07,28.57,28.57,78.57,50,50,78.57,25,28.57,25,25,100,78.57,28.57,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5f1e6aa583afa,35.41,20,78.57,33.33,28.57,50,25,50,100,33.33,78.57,33.33,33.33,100,78.57,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/59952d2a02c5e,90.88,33.33,78.57,33.33,20,78.57,50,33.33,50,33.33,78.57,50,50,78.57,20,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC4B3F2A3B7,13.33,25,20,50,20,20,28.57,78.57,28.57,28.57,50,50,20,33.33,20,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5f1e6aa583afa,13,50,78.57,33.33,28.57,78.57,28.57,100,50,28.57,100,28.57,78.57,50,78.57,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5de4546aeacce,33.62,20,100,28.57,100,100,20,25,50,28.57,33.33,28.57,25,20,25,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5428AFA7DF112,75.78,20,100,28.57,100,20,33.33,28.57,78.57,20,20,100,28.57,28.57,50,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5af3a3a9b2e4b,49.34,78.57,50,28.57,33.33,50,25,50,78.57,20,50,25,50,33.33,78.57,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5F2D5E27E,96.54,20,20,28.57,25,28.57,28.57,33.33,100,28.57,78.57,100,78.57,20,20,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5587A7FB8006B,62.68,28.57,78.57,20,33.33,33.33,33.33,33.33,100,50,25,28.57,78.57,100,100,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5E9F6EF5B,97.69,78.57,50,100,100,20,33.33,28.57,100,20,100,20,33.33,28.57,20,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/55C9BF47B7799,40.79,50,78.57,25,78.57,78.57,25,100,20,20,25,78.57,50,50,50,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f21ef7f421,88.08,50,28.57,33.33,20,33.33,28.57,100,33.33,25,33.33,28.57,50,78.57,25,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/575DFE28B9CF5,46.88,25,100,78.57,100,33.33,100,28.57,20,78.57,50,50,78.57,50,50,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5587A7D1C2576,30.35,50,28.57,20,100,78.57,20,100,100,78.57,20,28.57,20,78.57,33.33,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/530428B2C9641,28.37,25,50,50,50,33.33,33.33,25,28.57,25,28.57,33.33,28.57,50,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC64B1A84B8,19.05,20,33.33,78.57,100,25,78.57,20,33.33,28.57,100,25,28.57,78.57,78.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54644D99C091A,77.41,28.57,25,28.57,100,50,100,78.57,25,20,100,20,33.33,50,20,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5f081ccf14339,92.82,50,78.57,33.33,78.57,33.33,20,28.57,20,50,100,25,100,100,20,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5d43fc52bc7c3,64.57,25,28.57,20,50,25,78.57,78.57,50,28.57,20,20,20,50,20,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5ae16ee91a6d9,1.23,78.57,33.33,25,78.57,100,100,28.57,33.33,50,20,25,25,25,33.33,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5D8C6E3E3,19.39,50,100,20,50,20,25,50,20,50,20,78.57,78.57,50,100,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/554C628401D73,36.05,33.33,50,25,100,20,78.57,33.33,78.57,100,78.57,33.33,100,100,20,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f2138ac67d,56.7,28.57,20,20,100,33.33,50,20,20,20,50,28.57,28.57,25,33.33,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/538675272387D,13.2,25,50,25,50,78.57,100,50,25,78.57,33.33,50,78.57,33.33,28.57,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5796A0215ACF2,28.65,25,100,78.57,33.33,20,50,28.57,28.57,28.57,33.33,33.33,100,100,25,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5757AD6F9A2BD,43.81,25,100,20,20,100,20,78.57,78.57,25,25,25,20,78.57,28.57,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/597fcb8ce7fde,22.32,28.57,78.57,25,33.33,25,78.57,20,28.57,20,25,33.33,28.57,33.33,33.33,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5858b32961c9a,70.25,20,100,25,28.57,25,50,28.57,50,28.57,25,28.57,28.57,50,78.57,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e7951b49d279,63.7,50,33.33,20,50,78.57,33.33,78.57,78.57,25,100,78.57,78.57,33.33,78.57,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5d1afcb0354e4,13.36,100,28.57,78.57,50,100,78.57,20,50,20,33.33,50,78.57,78.57,28.57,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
